Date,Open,High,Low,Close,Adj Close,Volume
2010-04-12,10996.75,11029.769531,10992.209961,11005.969727,11005.969727,153960000
2010-04-13,11006.719727,11038.919922,10947.769531,11019.419922,11019.419922,183950000
2010-04-14,11020.700195,11125.219727,11020.629883,11123.110352,11123.110352,223920000
2010-04-15,11122.959961,11154.549805,11096.200195,11144.570313,11144.570313,203720000
2010-04-16,11143.660156,11153.790039,10973.919922,11018.660156,11018.660156,373950000
2010-04-19,11018.360352,11095.299805,10977.849609,11092.049805,11092.049805,214850000
2010-04-20,11093.110352,11146.080078,11081.469727,11117.05957,11117.05957,175170000
2010-04-21,11116.910156,11153.719727,11071.339844,11124.919922,11124.919922,188880000
2010-04-22,11119.780273,11149.860352,11016.400391,11134.290039,11134.290039,214700000
2010-04-23,11132.179688,11205.639648,11105.650391,11204.280273,11204.280273,207380000
2010-04-26,11205.110352,11258.009766,11187.650391,11205.030273,11205.030273,191920000
2010-04-27,11203.669922,11218.860352,10973.169922,10991.990234,10991.990234,263400000
2010-04-28,10988.870117,11078.519531,10965.379883,11045.269531,11045.269531,236760000
2010-04-29,11045.639648,11197.320313,11041.639648,11167.320313,11167.320313,194310000
2010-04-30,11168.230469,11197.929688,10999.69043,11008.610352,11008.610352,255130000
2010-05-03,11009.599609,11177.669922,11009.599609,11151.830078,11151.830078,178080000
2010-05-04,11149.480469,11149.480469,10869.25,10926.769531,10926.769531,242100000
2010-05-05,10918.400391,10946.790039,10814.839844,10866.830078,10866.830078,218830000
2010-05-06,10868.120117,10879.759766,9869.620117,10520.320313,10520.320313,459890000
2010-05-07,10519.419922,10579.120117,10241.230469,10380.429688,10380.429688,428730000
2010-05-10,10386.179688,10835.169922,10386.030273,10785.139648,10785.139648,313350000
2010-05-11,10780,10874.540039,10685.379883,10748.259766,10748.259766,223950000
2010-05-12,10742.150391,10909.080078,10742.150391,10896.910156,10896.910156,196630000
2010-05-13,10896.610352,10920.269531,10771.69043,10782.950195,10782.950195,201480000
2010-05-14,10780.679688,10780.75,10537.25,10620.160156,10620.160156,256500000
2010-05-17,10616.980469,10660.969727,10436.05957,10625.830078,10625.830078,221910000
2010-05-18,10625.450195,10718.860352,10482.200195,10510.950195,10510.950195,246370000
2010-05-19,10505.700195,10522.519531,10324.660156,10444.370117,10444.370117,266340000
2010-05-20,10440.209961,10440.209961,10065.360352,10068.009766,10068.009766,360350000
2010-05-21,10063.929688,10198.530273,9918.820313,10193.389648,10193.389648,438220000
2010-05-24,10193.459961,10196.410156,10052.669922,10066.570313,10066.570313,211430000
2010-05-25,10061.429688,10061.660156,9774.480469,10043.75,10043.75,316960000
2010-05-26,10045.110352,10179.030273,9952.679688,9974.450195,9974.450195,316080000
2010-05-27,9971.730469,10264.200195,9971.730469,10258.990234,10258.990234,264770000
2010-05-28,10258,10258,10095.900391,10136.629883,10136.629883,243720000
2010-06-01,10133.94043,10218.330078,10013.900391,10024.019531,10024.019531,221900000
2010-06-02,10025.610352,10254.219727,10025.610352,10249.540039,10249.540039,200850000
2010-06-03,10250.669922,10315.209961,10175.019531,10255.280273,10255.280273,176870000
2010-06-04,10249.610352,10249.69043,9889.879883,9931.969727,9931.969727,256600000
2010-06-07,9931.75,9982.379883,9810.299805,9816.490234,9816.490234,222940000
2010-06-08,9812.94043,9953.660156,9757.549805,9939.980469,9939.980469,259680000
2010-06-09,9941.570313,10065.139648,9867.730469,9899.25,9899.25,222680000
2010-06-10,9901.669922,10185.830078,9901.669922,10172.530273,10172.530273,221730000
2010-06-11,10166.780273,10215.980469,10082.709961,10211.070313,10211.070313,187890000
2010-06-14,10211.830078,10328.669922,10186.209961,10190.889648,10190.889648,177920000
2010-06-15,10192.400391,10408.320313,10192.400391,10404.769531,10404.769531,203170000
2010-06-16,10404.240234,10429.030273,10332.599609,10409.459961,10409.459961,165700000
2010-06-17,10409.980469,10441.200195,10319.219727,10434.169922,10434.169922,181070000
2010-06-18,10435,10483.44043,10424.490234,10450.639648,10450.639648,338010000
2010-06-21,10452.459961,10594.160156,10395.549805,10442.410156,10442.410156,165190000
2010-06-22,10441.950195,10493.570313,10283.400391,10293.519531,10293.519531,175750000
2010-06-23,10293.299805,10368.040039,10227.240234,10298.44043,10298.44043,195100000
2010-06-24,10297.080078,10298.05957,10128.849609,10152.799805,10152.799805,244440000
2010-06-25,10153.480469,10202.910156,10081.080078,10143.80957,10143.80957,434500000
2010-06-28,10143.049805,10201.929688,10101.410156,10138.519531,10138.519531,164100000
2010-06-29,10135.719727,10135.799805,9811.919922,9870.299805,9870.299805,290500000
2010-06-30,9868.339844,9908.919922,9753.839844,9774.019531,9774.019531,235090000
2010-07-01,9773.269531,9795.480469,9621.889648,9732.530273,9732.530273,262820000
2010-07-02,9732.530273,9770.870117,9614.320313,9686.480469,9686.480469,199570000
2010-07-06,9686.480469,9858.129883,9659.009766,9743.620117,9743.620117,261020000
2010-07-07,9743.620117,10026.599609,9736.700195,10018.280273,10018.280273,219560000
2010-07-08,10019.259766,10139.860352,10019.259766,10138.990234,10138.990234,192210000
2010-07-09,10138.990234,10201.769531,10118.410156,10198.030273,10198.030273,134810000
2010-07-12,10199.240234,10220.280273,10146.490234,10216.269531,10216.269531,131490000
2010-07-13,10217.549805,10407.820313,10217.549805,10363.019531,10363.019531,179040000
2010-07-14,10370.959961,10400.099609,10303,10366.719727,10366.719727,208530000
2010-07-15,10367.099609,10379.740234,10240.480469,10359.30957,10359.30957,210000000
2010-07-16,10356.200195,10356.200195,10079.580078,10097.900391,10097.900391,335060000
2010-07-19,10098.120117,10187.280273,10073.679688,10154.429688,10154.429688,176970000
2010-07-20,10151.480469,10236.400391,10007.759766,10229.959961,10229.959961,194410000
2010-07-21,10226.019531,10265.540039,10065.5,10120.530273,10120.530273,203900000
2010-07-22,10121.80957,10363.240234,10121.80957,10322.299805,10322.299805,202220000
2010-07-23,10321.160156,10441.950195,10287.480469,10424.620117,10424.620117,200000000
2010-07-26,10424.169922,10526.790039,10414.400391,10525.429688,10525.429688,178820000
2010-07-27,10525.280273,10578.330078,10494.860352,10537.69043,10537.69043,180550000
2010-07-28,10537.009766,10548.519531,10463.219727,10497.879883,10497.879883,162070000
2010-07-29,10498.94043,10584.990234,10387.389648,10467.160156,10467.160156,202110000
2010-07-30,10465.19043,10507.19043,10347.5,10465.94043,10465.94043,208160000
2010-08-02,10468.820313,10692.200195,10468.589844,10674.379883,10674.379883,167640000
2010-08-03,10673.919922,10676.950195,10600.959961,10636.379883,10636.379883,164880000
2010-08-04,10630.200195,10702.990234,10627.530273,10680.429688,10680.429688,173360000
2010-08-05,10679.669922,10679.75,10612.849609,10674.980469,10674.980469,139610000
2010-08-06,10668.549805,10668.700195,10515.370117,10653.55957,10653.55957,154870000
2010-08-09,10654.620117,10719.94043,10649.400391,10698.75,10698.75,166330000
2010-08-10,10696.629883,10700.709961,10551.620117,10644.25,10644.25,203490000
2010-08-11,10631.820313,10631.900391,10367.330078,10378.830078,10378.830078,219330000
2010-08-12,10361.580078,10361.650391,10268.709961,10319.950195,10319.950195,221030000
2010-08-13,10320.330078,10354.919922,10285.44043,10303.150391,10303.150391,151620000
2010-08-16,10303.070313,10333.120117,10209.530273,10302.009766,10302.009766,146040000
2010-08-17,10297.629883,10480.44043,10297.469727,10405.849609,10405.849609,191340000
2010-08-18,10398.589844,10472.299805,10330.019531,10415.540039,10415.540039,168560000
2010-08-19,10411.150391,10411.150391,10216.19043,10271.209961,10271.209961,227740000
2010-08-20,10270.980469,10270.980469,10147.240234,10213.620117,10213.620117,251150000
2010-08-23,10215.509766,10304.700195,10170.290039,10174.410156,10174.410156,173000000
2010-08-24,10173.049805,10173.049805,9991.179688,10040.450195,10040.450195,223680000
2010-08-25,10040.150391,10097.400391,9937.980469,10060.05957,10060.05957,183890000
2010-08-26,10059.900391,10104.709961,9968.099609,9985.80957,9985.80957,176330000
2010-08-27,9982.179688,10159.879883,9936.620117,10150.650391,10150.650391,207760000
2010-08-30,10145.580078,10150.570313,10007.679688,10009.730469,10009.730469,150480000
2010-08-31,10006.419922,10073.379883,9941.839844,10014.719727,10014.719727,255420000
2010-09-01,10016.009766,10279.080078,10016.009766,10269.469727,10269.469727,205710000
2010-09-02,10270.080078,10320.370117,10253.959961,10320.099609,10320.099609,149930000
2010-09-03,10321.919922,10451.150391,10321.839844,10447.929688,10447.929688,168600000
2010-09-07,10446.799805,10446.799805,10332.400391,10340.69043,10340.69043,149040000
2010-09-08,10338.490234,10426.700195,10335.69043,10387.009766,10387.009766,166760000
2010-09-09,10388.139648,10476.620117,10386.629883,10415.240234,10415.240234,163590000
2010-09-10,10415.009766,10471.280273,10403.169922,10462.769531,10462.769531,140320000
2010-09-13,10458.599609,10567.589844,10458.599609,10544.129883,10544.129883,190720000
2010-09-14,10544.730469,10588.320313,10499.700195,10526.490234,10526.490234,192410000
2010-09-15,10526.419922,10587.799805,10480.780273,10572.730469,10572.730469,167420000
2010-09-16,10571.75,10603.69043,10522.480469,10594.830078,10594.830078,170300000
2010-09-17,10595.549805,10650.160156,10567.360352,10607.849609,10607.849609,367230000
2010-09-20,10608.080078,10774.129883,10608.080078,10753.620117,10753.620117,157120000
2010-09-21,10753.389648,10833.389648,10717.740234,10761.030273,10761.030273,186740000
2010-09-22,10761.110352,10805.379883,10708.400391,10739.30957,10739.30957,168590000
2010-09-23,10738.480469,10761.94043,10640.919922,10662.419922,10662.419922,156830000
2010-09-24,10664.389648,10865.780273,10664.30957,10860.259766,10860.259766,179270000
2010-09-27,10860.030273,10873.200195,10809.620117,10812.040039,10812.040039,143910000
2010-09-28,10809.169922,10886.209961,10728.639648,10858.139648,10858.139648,167110000
2010-09-29,10857.980469,10869.259766,10798.879883,10835.280273,10835.280273,158830000
2010-09-30,10836.040039,10948.879883,10745.44043,10788.049805,10788.049805,214540000
2010-10-01,10789.719727,10866.540039,10780.639648,10829.679688,10829.679688,161890000
2010-10-04,10828.849609,10853.709961,10711.120117,10751.269531,10751.269531,160370000
2010-10-05,10752.780273,10965.610352,10752.629883,10944.719727,10944.719727,216240000
2010-10-06,10936.790039,10974.160156,10918.570313,10967.650391,10967.650391,163440000
2010-10-07,10968.410156,10998.530273,10892.759766,10948.580078,10948.580078,141920000
2010-10-08,10948.5,11032.169922,10929.280273,11006.480469,11006.480469,152280000
2010-10-11,11006.929688,11030.5,10977.900391,11010.339844,11010.339844,114830000
2010-10-12,11010.790039,11053.209961,10913.839844,11020.400391,11020.400391,155150000
2010-10-13,11022.820313,11155.230469,11022.070313,11096.080078,11096.080078,224920000
2010-10-14,11096.990234,11112.200195,11023.540039,11094.570313,11094.570313,196170000
2010-10-15,11096.009766,11141.19043,11010.679688,11062.780273,11062.780273,319210000
2010-10-18,11062.629883,11159.049805,11054.759766,11143.69043,11143.69043,190290000
2010-10-19,11139.599609,11139.599609,10917.620117,10978.620117,10978.620117,247640000
2010-10-20,10974.519531,11152.879883,10970.889648,11107.969727,11107.969727,220140000
2010-10-21,11105.240234,11213.540039,11066.19043,11146.570313,11146.570313,178060000
2010-10-22,11146.410156,11159.049805,11109.25,11132.55957,11132.55957,104570000
2010-10-25,11133.400391,11247.599609,11132.339844,11164.049805,11164.049805,168110000
2010-10-26,11163.139648,11184.820313,11087,11169.459961,11169.459961,159040000
2010-10-27,11168.400391,11168.400391,11020.820313,11126.280273,11126.280273,167080000
2010-10-28,11127.339844,11179.339844,11052.599609,11113.950195,11113.950195,156250000
2010-10-29,11120.450195,11131.009766,11075.799805,11118.490234,11118.490234,189650000
2010-11-01,11120.299805,11244.269531,11062.330078,11124.620117,11124.620117,150130000
2010-11-02,11125.219727,11219.519531,11125.219727,11188.719727,11188.719727,150390000
2010-11-03,11184.879883,11226.639648,11097.370117,11215.129883,11215.129883,177580000
2010-11-04,11216.650391,11440.370117,11216.650391,11434.839844,11434.839844,234680000
2010-11-05,11435.219727,11451.530273,11393.519531,11444.080078,11444.080078,211670000
2010-11-08,11439.540039,11439.610352,11362.530273,11406.839844,11406.839844,143990000
2010-11-09,11403.589844,11421.139648,11303.19043,11346.75,11346.75,161910000
2010-11-10,11342.80957,11366.160156,11255.019531,11357.040039,11357.040039,164170000
2010-11-11,11326.69043,11326.769531,11231.219727,11283.099609,11283.099609,296660000
2010-11-12,11281.280273,11283.700195,11143.839844,11192.580078,11192.580078,217650000
2010-11-15,11194.019531,11280.900391,11189.099609,11201.969727,11201.969727,155660000
2010-11-16,11194.700195,11194.700195,10978.929688,11023.5,11023.5,254570000
2010-11-17,11017.830078,11042.160156,10990.80957,11007.879883,11007.879883,160250000
2010-11-18,11010.490234,11199.69043,11010.339844,11181.230469,11181.230469,171770000
2010-11-19,11180.769531,11206.169922,11119.240234,11203.549805,11203.549805,219400000
2010-11-22,11201.660156,11206.049805,11054.530273,11178.580078,11178.580078,152850000
2010-11-23,11177.599609,11180.169922,10992.169922,11036.370117,11036.370117,192820000
2010-11-24,11037.349609,11195.990234,11037.349609,11187.280273,11187.280273,138280000
2010-11-26,11183.5,11183.5,11067.169922,11091.870117,11091.870117,68400000
2010-11-29,11083.75,11083.820313,10929.280273,11052.490234,11052.490234,151530000
2010-11-30,11049.719727,11062.629883,10942.980469,11006.019531,11006.019531,233770000
2010-12-01,11007.230469,11276.099609,11007.230469,11255.780273,11255.780273,202520000
2010-12-02,11255.929688,11373.799805,11255.849609,11362.410156,11362.410156,212090000
2010-12-03,11361.879883,11388.870117,11318.820313,11382.089844,11382.089844,149440000
2010-12-06,11381.330078,11392.080078,11350.269531,11362.19043,11362.19043,122240000
2010-12-07,11363.849609,11450.889648,11354.089844,11359.160156,11359.160156,175720000
2010-12-08,11354.450195,11389.089844,11327.490234,11372.480469,11372.480469,152510000
2010-12-09,11370.44043,11413.349609,11331.5,11370.05957,11370.05957,167970000
2010-12-10,11370.05957,11413.69043,11357.719727,11410.320313,11410.320313,151820000
2010-12-13,11406.160156,11480.030273,11405.330078,11428.55957,11428.55957,151190000
2010-12-14,11429.240234,11514.080078,11428.94043,11476.540039,11476.540039,149860000
2010-12-15,11475.639648,11519.040039,11445.669922,11457.469727,11457.469727,189670000
2010-12-16,11457.929688,11514.839844,11421.299805,11499.25,11499.25,163040000
2010-12-17,11499.019531,11503.179688,11451,11491.910156,11491.910156,358300000
2010-12-20,11491.299805,11517.070313,11442.679688,11478.129883,11478.129883,125360000
2010-12-21,11478.360352,11549.120117,11478.290039,11533.160156,11533.160156,119420000
2010-12-22,11532.169922,11566.990234,11528.080078,11559.490234,11559.490234,122040000
2010-12-23,11559.110352,11580.839844,11542.620117,11573.490234,11573.490234,100840000
2010-12-27,11572.80957,11573.19043,11518.44043,11555.030273,11555.030273,76820000
2010-12-28,11554.799805,11591.129883,11541.139648,11575.540039,11575.540039,114100000
2010-12-29,11572.740234,11625,11572.660156,11585.379883,11585.379883,77800000
2010-12-30,11585.379883,11594.379883,11551.929688,11569.709961,11569.709961,76820000
2010-12-31,11569.330078,11597.410156,11530.320313,11577.509766,11577.509766,93330000
2011-01-03,11577.429688,11711.469727,11577.349609,11670.75,11670.75,203420000
2011-01-04,11670.900391,11698.219727,11635.740234,11691.179688,11691.179688,178630000
2011-01-05,11688.610352,11742.679688,11652.889648,11722.889648,11722.889648,169990000
2011-01-06,11716.929688,11736.740234,11667.459961,11697.30957,11697.30957,193080000
2011-01-07,11696.860352,11726.94043,11599.679688,11674.759766,11674.759766,188720000
2011-01-10,11672.339844,11677.330078,11573.870117,11637.450195,11637.450195,150340000
2011-01-11,11638.509766,11704.120117,11635.480469,11671.879883,11671.879883,157440000
2011-01-12,11673.620117,11782.230469,11673.620117,11755.44043,11755.44043,144960000
2011-01-13,11753.700195,11757.25,11700.530273,11731.900391,11731.900391,161660000
2011-01-14,11732.129883,11794.150391,11698.830078,11787.379883,11787.379883,200770000
2011-01-18,11783.820313,11858.780273,11777.990234,11837.929688,11837.929688,203390000
2011-01-19,11834.209961,11861.240234,11798.459961,11825.290039,11825.290039,166250000
2011-01-20,11823.700195,11845.160156,11744.769531,11822.799805,11822.799805,180800000
2011-01-21,11822.950195,11905.480469,11822.799805,11871.839844,11871.839844,249480000
2011-01-24,11873.429688,11982.94043,11867.980469,11980.519531,11980.519531,184000000
2011-01-25,11980.519531,11985.969727,11898.740234,11977.19043,11977.19043,191950000
2011-01-26,11978.849609,12020.519531,11961.830078,11985.44043,11985.44043,168320000
2011-01-27,11985.360352,12019.530273,11971.929688,11989.830078,11989.830078,167770000
2011-01-28,11990.360352,12012.419922,11803.040039,11823.700195,11823.700195,214170000
2011-01-31,11824.389648,11891.929688,11817.879883,11891.929688,11891.929688,206580000
2011-02-01,11892.5,12050.75,11892.5,12040.160156,12040.160156,180890000
2011-02-02,12038.269531,12057.910156,12018.509766,12041.969727,12041.969727,143440000
2011-02-03,12040.679688,12080.540039,11981.049805,12062.259766,12062.259766,143710000
2011-02-04,12061.730469,12092.419922,12025.780273,12092.150391,12092.150391,121780000
2011-02-07,12092.379883,12188.759766,12092.299805,12161.629883,12161.629883,132960000
2011-02-08,12152.700195,12238.790039,12150.049805,12233.150391,12233.150391,126650000
2011-02-09,12229.290039,12254.230469,12188.19043,12239.889648,12239.889648,162910000
2011-02-10,12239.660156,12239.660156,12156.94043,12229.290039,12229.290039,274440000
2011-02-11,12227.780273,12285.94043,12180.480469,12273.259766,12273.259766,184290000
2011-02-14,12266.830078,12276.209961,12235.910156,12268.19043,12268.19043,146350000
2011-02-15,12266.75,12267.660156,12193.269531,12226.639648,12226.639648,142580000
2011-02-16,12219.790039,12303.160156,12219.790039,12288.169922,12288.169922,146270000
2011-02-17,12287.719727,12331.30957,12253.240234,12318.139648,12318.139648,130860000
2011-02-18,12318.669922,12391.290039,12303.230469,12391.25,12391.25,230040000
2011-02-22,12389.740234,12389.820313,12176.30957,12212.790039,12212.790039,201860000
2011-02-23,12211.80957,12221.120117,12063.429688,12105.780273,12105.780273,213490000
2011-02-24,12104.55957,12129.620117,11983.169922,12068.5,12068.5,190860000
2011-02-25,12060.929688,12151.030273,12060.929688,12130.450195,12130.450195,147540000
2011-02-28,12130.450195,12235.040039,12130.150391,12226.339844,12226.339844,199560000
2011-03-01,12226.490234,12261.379883,12054.990234,12058.019531,12058.019531,183240000
2011-03-02,12057.339844,12115.120117,12018.629883,12066.799805,12066.799805,147270000
2011-03-03,12068.009766,12283.099609,12068.009766,12258.200195,12258.200195,157840000
2011-03-04,12258.879883,12271.370117,12079.509766,12169.879883,12169.879883,166700000
2011-03-07,12171.089844,12243.44043,12041.599609,12090.030273,12090.030273,176200000
2011-03-08,12085.870117,12251.200195,12072.209961,12214.379883,12214.379883,158610000
2011-03-09,12211.160156,12257.820313,12156.599609,12213.089844,12213.089844,128360000
2011-03-10,12211.429688,12211.429688,11974.389648,11984.610352,11984.610352,180660000
2011-03-11,11976.959961,12087.009766,11936.320313,12044.400391,12044.400391,143670000
2011-03-14,12042.129883,12042.129883,11897.30957,11993.160156,11993.160156,163000000
2011-03-15,11988.69043,11988.69043,11696.25,11855.419922,11855.419922,221930000
2011-03-16,11854.200195,11856.700195,11555.480469,11613.299805,11613.299805,254070000
2011-03-17,11614.889648,11800.540039,11614.820313,11774.589844,11774.589844,182260000
2011-03-18,11777.230469,11927.089844,11777.230469,11858.519531,11858.519531,355050000
2011-03-21,11860.110352,12078.299805,11860.110352,12036.530273,12036.530273,143390000
2011-03-22,12036.370117,12050.980469,12002.849609,12018.629883,12018.629883,115660000
2011-03-23,12018.400391,12116.139648,11972.610352,12086.019531,12086.019531,133940000
2011-03-24,12087.540039,12191.179688,12087.540039,12170.55957,12170.55957,131610000
2011-03-25,12170.709961,12259.790039,12170.709961,12220.589844,12220.589844,129790000
2011-03-28,12221.19043,12272.919922,12197.879883,12197.879883,12197.879883,123070000
2011-03-29,12194.480469,12285.410156,12173.509766,12279.009766,12279.009766,129030000
2011-03-30,12280.070313,12383.459961,12280.070313,12350.610352,12350.610352,140340000
2011-03-31,12350.759766,12381.679688,12319.009766,12319.730469,12319.730469,186140000
2011-04-01,12321.019531,12419.709961,12321.019531,12376.719727,12376.719727,147600000
2011-04-04,12374.599609,12407.410156,12369.150391,12400.030273,12400.030273,114660000
2011-04-05,12402.080078,12438.139648,12353.339844,12393.900391,12393.900391,142340000
2011-04-06,12386.660156,12450.929688,12386.660156,12426.75,12426.75,182350000
2011-04-07,12426.450195,12440.55957,12328.360352,12409.490234,12409.490234,158590000
2011-04-08,12409.870117,12450.360352,12320.719727,12380.049805,12380.049805,122820000
2011-04-11,12380.429688,12444,12352.879883,12381.110352,12381.110352,109950000
2011-04-12,12381.19043,12381.19043,12233,12263.580078,12263.580078,137260000
2011-04-13,12263.650391,12335.099609,12224.450195,12270.990234,12270.990234,118950000
2011-04-14,12270.240234,12305.580078,12163.860352,12285.150391,12285.150391,140670000
2011-04-15,12285.450195,12369.269531,12272.580078,12341.830078,12341.830078,234710000
2011-04-18,12339.709961,12339.790039,12093.889648,12201.589844,12201.589844,190220000
2011-04-19,12201.44043,12275.339844,12200.299805,12266.75,12266.75,149870000
2011-04-20,12266.75,12475.530273,12263.580078,12453.540039,12453.540039,203900000
2011-04-21,12453.620117,12506.05957,12447.55957,12505.990234,12505.990234,166630000
2011-04-25,12505.990234,12506.219727,12446.049805,12479.879883,12479.879883,128660000
2011-04-26,12480.860352,12613.160156,12478.139648,12595.370117,12595.370117,183980000
2011-04-27,12592.230469,12708.370117,12588.330078,12690.959961,12690.959961,160550000
2011-04-28,12689.900391,12776.139648,12674.540039,12763.30957,12763.30957,148760000
2011-04-29,12763.459961,12832.830078,12751.129883,12810.540039,12810.540039,378620000
2011-05-02,12810.160156,12876,12784.620117,12807.360352,12807.360352,150960000
2011-05-03,12806.379883,12840.660156,12749.990234,12807.509766,12807.509766,191510000
2011-05-04,12806.290039,12806.679688,12673.019531,12723.580078,12723.580078,193720000
2011-05-05,12723.650391,12724.55957,12521.280273,12584.169922,12584.169922,176950000
2011-05-06,12580.759766,12759.230469,12579.929688,12638.740234,12638.740234,168320000
2011-05-09,12637.830078,12722.070313,12620.200195,12684.679688,12684.679688,133940000
2011-05-10,12685.129883,12781.05957,12681.650391,12760.360352,12760.360352,156000000
